ticker,period_end,revenue,net_income,eps,bvps,cfo,total_debt,roe,shares_out,announce_date,announce_date_est
1024 HK Equity,2019-12-31,22042.171,-19382.84,,,4674.606,74069.195,,,2021-01-26,False
1024 HK Equity,2020-06-30,25320.906,-68091.207,,,-1759.775,157837.605,,,2021-08-25,False
1024 HK Equity,2020-12-31,33455.191,-48544.035,,-47.1748,4095.897,191080.217,,,2021-03-23,False
1024 HK Equity,2021-06-30,36158.276,-64785.56,-18.58,16.1217,-4128.698,12936.637,,3392.69504,2021-08-25,False
1024 HK Equity,2021-12-31,44923.237,-13288.083,-3.1792,13.1002,-9822.78,13608.685,,3441.894,2022-03-29,False
1024 HK Equity,2022-06-30,42761.825,-9430.391,-2.23,9.479,-5462.715,11659.101,-47.7966,3505.97875,2022-08-23,False
1024 HK Equity,2022-12-31,51421.175,-4259.609,-0.997,9.2757,6356.715,12934.0,-32.2423,3538.35474,2023-03-29,False
1024 HK Equity,2023-06-30,52961.0,607.0,0.14,9.9859,5599.0,15263.0,-8.7554,3569.68598,2023-08-22,False
1024 HK Equity,2023-12-31,60509.0,5789.0,1.3394,11.3231,12727.0,15722.0,14.3903,3583.79551,2024-03-20,False
1024 HK Equity,2024-06-30,60383.0,8098.0,1.87,13.0493,14088.0,21612.0,27.9096,3582.55456,2024-08-20,False
1024 HK Equity,2024-12-31,66515.0,7237.0,1.6866,14.4971,16471.0,29533.0,27.614,3553.09321,2025-03-25,False
1024 HK Equity,2025-06-30,67654.0,8900.0,2.09,16.5409,12311.0,22877.0,25.3884,3556.30115,2025-08-21,False
1024 HK Equity,2025-12-31,75122.0,9717.0,2.2624,18.4718,15205.0,34953.0,26.3023,3616.8975,2026-03-25,False
1024 HK Equity,2026-06-30,69251.0,6049.0,1.4,19.0677,9251.0,39034.0,20.6179,3661.79136,2026-08-19,False
1038 HK Equity,2016-06-30,2588.0,5819.0,2.19,39.4986,2140.0,17605.0,11.4814,2650.67603,2016-07-28,False
1038 HK Equity,2016-12-31,2733.0,4401.0,1.6372,38.3412,4915.0,16845.0,9.6759,2650.67603,2017-03-21,False
1038 HK Equity,2017-06-30,2776.0,5932.0,2.25,37.3602,1434.0,24336.0,9.8528,2650.67603,2017-07-20,False
1038 HK Equity,2017-12-31,3240.0,4950.0,1.8253,41.0671,16032.0,35036.0,10.252,2650.67604,2018-03-16,False
1038 HK Equity,2018-06-30,3548.0,6340.0,2.36,40.2731,1026.0,31342.0,10.2436,2650.67604,2018-07-26,False
1038 HK Equity,2018-12-31,3601.0,4899.0,1.7864,42.5355,12088.0,30139.0,9.9152,2650.67604,2019-03-20,False
1038 HK Equity,2019-06-30,3245.0,6341.0,2.36,40.533,2131.0,30306.0,9.7509,2650.67604,2019-07-31,False
1038 HK Equity,2019-12-31,3488.0,4961.0,1.811,42.104,5450.0,31956.0,9.6043,2650.67604,2020-03-18,False
1038 HK Equity,2020-06-30,3158.0,3258.0,1.14,41.1388,695.0,35693.0,6.8569,2650.67604,2020-08-05,False
1038 HK Equity,2020-12-31,4024.0,4858.0,1.7701,42.0429,6322.0,32926.0,6.5637,2650.67604,2021-03-17,False
1038 HK Equity,2021-06-30,3588.0,3234.0,1.2,43.3889,1464.0,36177.0,6.6681,2650.67604,2021-08-04,False
1038 HK Equity,2021-12-31,3460.0,4715.0,1.7876,43.6998,6928.0,30237.0,6.6131,2519.61095,2022-03-16,False
1038 HK Equity,2022-06-30,3381.0,4628.0,1.75,46.9553,569.0,28621.0,7.6397,2519.61095,2022-08-03,False
1038 HK Equity,2022-12-31,3234.0,3558.0,1.3252,47.3855,6976.0,28562.0,6.5877,2519.61095,2023-03-15,False
1038 HK Equity,2023-06-30,3180.0,4458.0,1.68,48.7829,1686.0,25607.0,6.2825,2519.61095,2023-08-02,False
1038 HK Equity,2023-12-31,2810.0,4007.0,1.5034,48.9333,6947.0,24569.0,6.6151,2519.61095,2024-03-20,False
1038 HK Equity,2024-06-30,2478.0,4530.0,1.71,48.1694,641.0,23400.0,6.6298,2519.61095,2024-08-14,False
1038 HK Equity,2024-12-31,2515.0,4023.0,1.5098,48.1344,6762.0,19547.0,6.6361,2519.61095,2025-03-19,False
1038 HK Equity,2025-06-30,2209.0,4567.0,1.73,49.7107,586.0,20706.0,6.61,2519.61095,2025-08-13,False
1038 HK Equity,2025-12-31,2209.0,4136.0,1.5546,50.7658,7919.0,21100.0,6.6335,2519.61095,2026-03-18,False
1038 HK Equity,2026-06-30,2073.0,21471.0,8.43,58.702,716.0,21384.0,18.4253,2519.61095,2026-08-12,False
1044 HK Equity,2016-06-30,9577.341,1635.04,1.346,11.7538,1952.182,11672.868,20.5513,1213.01868,2016-08-25,False
1044 HK Equity,2016-12-31,9700.056,1961.781,1.6214,12.2225,2243.14,15915.98,24.4369,1204.88818,2017-03-21,False
1044 HK Equity,2017-06-30,8719.647,1853.935,1.539,12.674,1776.64,19875.691,25.8444,1204.88818,2017-08-24,False
1044 HK Equity,2017-12-31,9359.913,1940.106,1.6101,13.3562,2300.765,19078.708,24.6101,1205.00797,2018-03-22,False
1044 HK Equity,2018-06-30,10136.897,1946.907,1.614,13.8741,1650.978,18134.465,24.2886,1206.26142,2018-08-22,False
1044 HK Equity,2018-12-31,10376.984,1852.898,1.5371,13.8675,2429.996,24262.629,23.1473,1206.06792,2019-03-19,False
1044 HK Equity,2019-06-30,10776.606,1877.782,1.578,14.2894,824.543,24093.999,22.117,1189.67742,2019-08-22,False
1044 HK Equity,2019-12-31,11716.239,2029.941,1.7063,15.0234,2821.159,21618.766,22.5892,1189.67742,2020-03-26,False
1044 HK Equity,2020-06-30,10927.862,2259.528,1.899,15.6772,3049.555,29453.776,24.0638,1189.68742,2020-08-19,False
1044 HK Equity,2020-12-31,11446.139,2335.287,1.9647,16.3625,2282.222,20856.075,24.6474,1186.33742,2021-03-19,False
1044 HK Equity,2021-06-30,9973.914,1860.292,1.574,16.4318,2482.915,23742.434,22.082,1177.53742,2021-08-18,False
1044 HK Equity,2021-12-31,10816.23,1413.309,1.2104,16.3813,2584.9,18255.545,17.0285,1162.12092,2022-03-22,False
1044 HK Equity,2022-06-30,11200.021,1276.191,1.098,16.9077,2333.051,22921.199,13.7931,1162.12092,2022-08-19,False
1044 HK Equity,2022-12-31,11415.857,649.058,0.5585,16.8,1724.082,17064.697,9.9856,1162.12092,2023-03-22,False
1044 HK Equity,2023-06-30,12204.605,1225.768,1.055,17.2406,1946.184,23895.101,9.4487,1162.12092,2023-08-24,False
1044 HK Equity,2023-12-31,11563.331,1574.765,1.3606,17.5505,2393.421,14268.248,14.0309,1162.12092,2024-03-21,False
1044 HK Equity,2024-06-30,11835.893,1408.992,1.234,18.3053,1667.488,20694.317,14.5962,1162.12092,2024-08-19,False
1044 HK Equity,2024-12-31,10833.322,889.543,0.781,18.0024,1800.195,13112.926,11.1264,1162.12092,2025-03-25,False
1044 HK Equity,2025-06-30,11808.232,1372.894,1.206,18.4436,1652.143,16634.889,10.7078,1160.82092,2025-08-21,False
1044 HK Equity,2025-12-31,11260.637,1162.153,1.0216,19.111,1732.541,15760.967,11.8814,1160.82092,2026-03-17,False
1044 HK Equity,2026-06-30,11091.415,1254.042,1.104,18.9755,793.989,21419.71,11.1519,1155.32092,2026-08-19,False
1088 HK Equity,2016-06-30,78723.0,10827.0,0.544,15.2174,36413.0,108221.0,5.0329,3398.58252,2016-08-26,False
1088 HK Equity,2016-12-31,106869.0,12884.0,0.6478,15.7045,41715.0,108752.0,7.7687,3398.58252,2017-03-17,False
1088 HK Equity,2017-06-30,120518.0,24315.0,1.222,14.0761,45852.0,104004.0,12.7692,3398.58252,2017-08-25,False
1088 HK Equity,2017-12-31,128228.0,20722.0,1.0419,15.158,43925.0,97179.0,14.6738,3398.5825,2018-03-23,False
1088 HK Equity,2018-06-30,127380.0,24520.0,1.233,15.6873,29993.0,98482.0,15.2849,3398.5825,2018-08-24,False
1088 HK Equity,2018-12-31,136721.0,19617.0,0.9863,16.6767,54374.0,59817.0,13.9414,3398.5825,2019-03-22,False
1088 HK Equity,2019-06-30,116365.0,24240.0,1.219,17.0132,40390.0,53013.0,13.4861,3398.5825,2019-08-23,False
1088 HK Equity,2019-12-31,125506.0,19007.0,0.9556,17.6941,20962.0,49676.0,12.6523,3398.5825,2020-03-27,False
1088 HK Equity,2020-06-30,105016.0,20658.0,1.039,17.4681,54267.0,41771.0,11.5672,3398.5825,2020-08-28,False
1088 HK Equity,2020-12-31,128247.0,18512.0,0.9313,18.1286,27492.0,64295.0,11.001,3398.5825,2021-03-28,False
1088 HK Equity,2021-06-30,143979.0,26026.0,1.31,17.6744,40097.0,63441.0,12.7507,3377.482,2021-08-27,False
1088 HK Equity,2021-12-31,191661.0,24058.0,1.2109,18.9591,55015.0,65405.0,13.5935,3377.482,2022-03-25,False
1088 HK Equity,2022-06-30,165579.0,41162.0,2.072,18.5911,58165.0,62369.0,18.103,3377.482,2022-08-26,False
1088 HK Equity,2022-12-31,178954.0,30428.0,1.5313,19.9805,52517.0,56937.0,18.5065,3377.482,2023-03-24,False
1088 HK Equity,2023-06-30,169442.0,33279.0,1.675,19.1718,49243.0,51095.0,16.9819,3377.482,2023-08-25,False
1088 HK Equity,2023-12-31,173632.0,26415.0,1.3295,20.5698,42158.0,39443.0,14.8184,3377.482,2024-03-22,False
1088 HK Equity,2024-06-30,169121.0,31356.0,1.578,20.1151,52485.0,43310.0,14.8022,3377.482,2024-08-30,False
1088 HK Equity,2024-12-31,170667.0,28188.0,1.4187,21.2696,39796.0,56146.0,14.3257,3377.482,2025-03-21,False
1088 HK Equity,2025-06-30,175423.0,30478.0,1.5339,20.3602,52304.0,43004.0,14.5902,3377.482,2025-08-29,False
1088 HK Equity,2025-12-31,156807.0,28208.0,1.4197,25.7702,33484.0,106965.0,12.5584,3377.482,2026-03-30,False
1088 HK Equity,2026-06-30,189338.0,31054.0,1.448,21.1728,54049.0,168769.0,13.722,3377.482,2026-08-28,False
1093 HK Equity,2016-06-30,5171.4374,869.0602,0.0766,0.6764,805.843,1348.8688,21.7377,11349.15656,2016-08-23,False
1093 HK Equity,2016-12-31,5414.9117,929.3191,0.0805,0.7785,1715.5486,1018.6446,22.2953,11620.83563,2017-03-20,False
1093 HK Equity,2017-06-30,6363.5259,1160.144,0.0998,0.824,1130.4788,939.8468,23.8052,11623.71563,2017-08-22,False
1093 HK Equity,2017-12-31,7017.8356,1238.2518,0.1052,1.0647,1723.8291,822.1273,21.7894,11986.59533,2018-03-19,False
1093 HK Equity,2018-06-30,8759.427,1504.74,0.1255,1.3443,1673.017,939.286,21.3544,11986.59533,2018-08-20,False
1093 HK Equity,2018-12-31,8957.113,1576.062,0.1315,1.2571,2179.234,1725.059,22.1529,11973.76973,2019-03-18,False
1093 HK Equity,2019-06-30,11177.996,1878.284,0.1569,1.3758,1636.571,261.882,21.2008,11973.76973,2019-08-19,False
1093 HK Equity,2019-12-31,10925.196,1835.822,0.0541,1.5418,2237.31,503.672,22.1645,11973.76973,2020-03-30,False
1093 HK Equity,2020-06-30,12589.597,2313.996,0.1936,2.0012,2455.447,289.349,22.7752,11973.76973,2020-08-26,False
1093 HK Equity,2020-12-31,12352.607,2845.659,0.1731,1.8653,4376.097,316.714,25.2948,11973.76973,2021-03-15,False
1093 HK Equity,2021-06-30,13822.275,3062.569,0.2562,2.0461,2857.874,154.509,26.5731,11973.76973,2021-08-26,False
