ticker,period_end,revenue,net_income,eps,bvps,cfo,total_debt,roe,shares_out,announce_date,announce_date_est
2688 HK Equity,2021-12-31,51881.0,3990.0,3.5482,31.6573,6348.0,20245.0,23.3803,1130.13108,2022-03-18,False
2688 HK Equity,2022-06-30,58332.0,3105.0,2.75,32.7287,2951.0,22347.0,20.4939,1130.15507,2022-08-19,False
2688 HK Equity,2022-12-31,51719.0,2762.0,2.4487,34.5208,6968.0,20167.0,15.6836,1130.88498,2023-03-24,False
2688 HK Equity,2023-06-30,54111.0,3333.0,2.95,35.4608,3804.0,22790.0,15.8072,1131.10538,2023-08-24,False
2688 HK Equity,2023-12-31,59747.0,3483.0,3.091,37.7115,5662.0,22726.0,16.6854,1131.21937,2024-03-22,False
2688 HK Equity,2024-06-30,54587.0,2573.0,2.29,37.6266,3083.0,20610.0,14.6496,1131.21937,2024-08-23,False
2688 HK Equity,2024-12-31,55266.0,3414.0,3.0613,39.8694,7169.0,20394.0,13.6439,1131.22428,2025-03-26,False
2688 HK Equity,2025-06-30,55673.0,2429.0,2.19,39.7604,2521.0,19539.0,13.3489,1131.22988,2025-08-27,False
2688 HK Equity,2025-12-31,56232.0,3475.0,3.1267,42.2772,7999.0,19738.0,12.7069,1131.69444,2026-03-27,False
2688 HK Equity,2026-06-30,57021.0,2667.0,2.4,42.4945,3002.0,19517.0,13.1978,1131.83926,2026-08-28,False
27 HK Equity,2016-06-30,25538.536,2558.08,0.6,10.1291,4995.366,1381.127,11.344,4265.38379,2016-08-25,False
27 HK Equity,2016-12-31,27287.579,3725.317,0.8725,10.8495,7868.187,6134.673,14.3708,4271.27881,2017-02-28,False
27 HK Equity,2017-06-30,22535.45,4630.706,1.083,11.7671,8048.195,6693.19,17.8612,4278.125,2017-08-30,False
27 HK Equity,2017-12-31,26104.292,5873.655,1.3676,12.8783,11096.177,9944.276,20.6318,4307.16927,2018-02-28,False
27 HK Equity,2018-06-30,28058.405,7206.369,1.67,14.1058,5810.054,8809.398,23.5073,4318.45882,2018-08-08,False
27 HK Equity,2018-12-31,27152.496,6301.02,1.4582,14.4001,9193.78,9054.95,22.9402,4323.76317,2019-02-27,False
27 HK Equity,2019-06-30,26219.471,6679.752,1.543,15.8072,8346.216,6868.732,20.0623,4332.0115,2019-08-13,False
27 HK Equity,2019-12-31,25682.52,6361.793,1.4683,16.9798,12704.985,913.148,19.1974,4333.33397,2020-02-27,False
27 HK Equity,2020-06-30,6222.665,-2856.181,-0.659,15.2874,-971.633,6517.78,5.2027,4335.51881,2020-08-13,False
27 HK Equity,2020-12-31,6653.434,-1116.897,-0.2573,15.5208,-5127.48,9577.903,-5.6351,4343.80501,2021-02-25,False
27 HK Equity,2021-06-30,10660.577,947.133,0.218,15.9841,-2733.692,11739.324,-0.2504,4352.2649,2021-08-12,False
27 HK Equity,2021-12-31,9034.953,379.098,0.0871,15.6953,486.101,6869.104,1.9525,4359.55354,2022-02-22,False
27 HK Equity,2022-06-30,6523.844,-850.473,-0.195,14.9571,-748.141,9195.344,-0.7007,4362.14837,2022-08-18,False
27 HK Equity,2022-12-31,4949.949,-2583.297,-0.5918,14.6293,-873.716,7988.231,-5.1894,4368.91194,2023-02-23,False
27 HK Equity,2023-06-30,15715.349,2890.261,0.662,15.5712,5776.999,2999.629,0.4606,4369.24131,2023-08-17,False
27 HK Equity,2023-12-31,19968.904,3937.695,0.9006,16.1788,6518.574,2081.05,10.14,4373.58696,2024-02-28,False
27 HK Equity,2024-06-30,21470.552,4387.354,1.003,16.8821,5811.594,4435.513,11.7362,4373.58696,2024-08-15,False
27 HK Equity,2024-12-31,21961.821,4371.893,0.9996,17.3594,6516.624,4767.546,11.9413,4374.89455,2025-02-27,False
27 HK Equity,2025-06-30,23245.975,5240.339,1.198,18.1938,7207.969,1098.446,12.5297,4374.89455,2025-08-12,False
27 HK Equity,2025-12-31,25996.35,5433.426,1.2419,18.9858,8036.765,1953.667,13.4186,4379.24071,2026-02-26,False
27 HK Equity,2026-06-30,24230.96,5280.203,1.206,19.3215,6924.713,2470.256,13.0488,4379.24071,2026-08-12,False
285 HK Equity,2016-06-30,15484.424,603.806,0.27,4.967,1223.869,0.0,9.911,2253.20459,2016-08-28,False
285 HK Equity,2016-12-31,21249.84,629.685,0.2795,5.2167,1703.651,0.0,11.0617,2253.20459,2017-03-28,False
285 HK Equity,2017-06-30,17525.878,1322.159,0.59,5.7379,444.432,0.0,16.1842,2253.20459,2017-08-28,False
285 HK Equity,2017-12-31,21248.544,1262.709,0.5604,6.2983,1374.922,0.0,19.9253,2253.2045,2018-03-27,False
285 HK Equity,2018-06-30,19511.163,1134.653,0.5,6.5566,1536.349,0.0,17.3082,2253.2045,2018-08-29,False
285 HK Equity,2018-12-31,21535.976,1053.967,0.4678,7.0235,3201.723,0.0,14.5827,2253.2045,2019-03-27,False
285 HK Equity,2019-06-30,23280.207,575.199,0.26,7.0847,-1035.871,573.053,10.6008,2253.2045,2019-08-21,False
285 HK Equity,2019-12-31,29748.169,1022.446,0.4538,7.5401,1414.034,752.092,9.7373,2253.2045,2020-03-31,False
285 HK Equity,2020-06-30,31386.402,2472.754,1.1,8.5636,3497.243,2528.021,19.8259,2253.2045,2020-08-28,False
285 HK Equity,2020-12-31,41734.673,2968.617,1.3175,9.8847,-323.654,2744.827,27.7184,2253.2045,2021-03-29,False
285 HK Equity,2021-06-30,44530.845,1643.082,0.73,10.372,3693.339,850.874,21.6177,2253.2045,2021-08-27,False
285 HK Equity,2021-12-31,44526.133,666.8,0.2959,10.6635,2626.786,509.765,9.978,2253.2045,2022-03-29,False
285 HK Equity,2022-06-30,43693.547,633.798,0.28,10.8414,3273.907,991.554,5.4421,2253.2045,2022-08-03,False
285 HK Equity,2022-12-31,63492.741,1223.82,0.5431,11.3772,2679.259,2929.227,7.481,2253.2045,2023-03-28,False
285 HK Equity,2023-06-30,56180.097,1515.744,0.67,11.8962,2313.891,3907.487,10.6946,2253.2045,2023-08-28,False
285 HK Equity,2023-12-31,73776.895,2525.63,1.1209,13.0172,7846.798,16488.928,14.7051,2253.2045,2024-03-26,False
285 HK Equity,2024-06-30,78580.818,1517.8,0.67,13.1568,110.991,17509.5,14.3258,2253.2045,2024-08-28,False
285 HK Equity,2024-12-31,98724.731,2747.838,1.2195,14.3803,6169.503,12459.505,13.8198,2253.2045,2025-03-24,False
285 HK Equity,2025-06-30,80605.678,1729.777,0.77,14.5764,9908.032,11348.715,14.331,2253.2045,2025-08-29,False
285 HK Equity,2025-12-31,98871.726,1784.795,0.7957,15.3199,8639.263,8890.531,10.5158,2253.2045,2026-03-27,False
285 HK Equity,2026-06-30,82234.197,426.332,0.19,15.3514,672.364,8848.353,6.5686,2253.2045,2026-08-28,False
288 HK Equity,2016-06-30,10453.0,551.0,0.0403,0.4155,360.0,3773.0,17.8723,14648.4209,2016-08-21,False
288 HK Equity,2016-12-31,11081.0,485.0,0.0355,0.4311,1507.0,2901.0,17.1537,14650.80957,2017-03-22,False
288 HK Equity,2017-06-30,10658.0,557.0,0.0407,0.4644,58.0,3418.0,16.3669,14651.08106,2017-08-14,False
288 HK Equity,2017-12-31,11721.0,576.0,0.0374,0.5077,1473.0,3221.0,16.4668,14659.64411,2019-07-04,False
288 HK Equity,2018-06-30,11169.0,514.0,0.035,0.5106,138.0,3392.0,15.4162,14675.41061,2018-08-14,False
288 HK Equity,2018-12-31,11436.0,429.0,0.0292,0.5282,1128.0,3142.0,12.4152,14675.48411,2019-03-15,False
288 HK Equity,2019-06-30,11127.0,569.0,0.0387,0.5633,400.0,3889.0,12.6481,14709.66061,2019-08-13,False
288 HK Equity,2019-12-31,12976.0,896.0,0.0609,0.5899,1069.0,3557.0,17.8332,14719.24976,2020-03-24,False
288 HK Equity,2020-06-30,12481.0,317.0,0.0215,0.6137,1222.0,3571.0,13.9997,14728.57596,2020-08-11,False
288 HK Equity,2020-12-31,13108.0,511.0,0.0347,0.6785,1147.0,3158.0,8.8608,14744.06434,2021-03-30,False
288 HK Equity,2021-06-30,13331.0,652.0,0.0442,0.7136,284.0,3331.0,11.8886,14747.15675,2021-08-12,False
288 HK Equity,2021-12-31,13962.0,416.0,0.0307,0.6818,1568.0,4501.0,11.3902,12830.21955,2022-03-28,False
288 HK Equity,2022-06-30,13398.0,759.0,0.0592,0.7016,-15.0,4463.0,12.0359,12830.21955,2022-08-16,False
288 HK Equity,2022-12-31,14738.0,611.0,0.0476,0.7482,1708.0,3900.0,14.9335,12830.21955,2023-03-28,False
288 HK Equity,2023-06-30,13116.0,420.0,0.0327,0.9604,-52.0,3952.0,11.0824,12830.21955,2023-08-15,False
288 HK Equity,2023-12-31,13120.0,209.0,0.0163,0.7662,1565.0,3718.0,6.4742,12830.21955,2024-03-26,False
288 HK Equity,2024-06-30,12293.0,784.0,0.0611,0.7839,639.0,3817.0,10.1007,12830.21955,2024-08-13,False
288 HK Equity,2024-12-31,13648.0,828.0,0.0645,0.8309,1788.0,3724.0,15.733,12830.21955,2025-03-25,False
288 HK Equity,2025-06-30,13387.0,788.0,0.0614,0.8518,737.0,4352.0,15.4,12830.21955,2025-08-12,False
288 HK Equity,2025-12-31,14639.0,779.0,0.0607,0.8719,1739.0,4123.0,14.3446,12830.21955,2026-03-24,False
288 HK Equity,2026-06-30,13827.0,770.0,0.06,0.87,654.0,4909.0,14.0238,12830.21955,2026-08-28,False
2899 HK Equity,2016-06-30,38889.8997,538.3497,0.025,1.2359,2964.4823,33278.7224,3.1519,5769.00977,2016-08-26,False
2899 HK Equity,2016-12-31,39961.2381,1301.4491,0.0604,1.2888,4558.2018,43208.6881,6.6539,5736.93994,2017-03-25,False
2899 HK Equity,2017-06-30,37523.6319,1505.3994,0.069,1.4313,2796.7858,39913.5289,9.4211,5736.93994,2017-08-18,False
2899 HK Equity,2017-12-31,57024.9872,2002.3182,0.0869,1.5197,6015.9616,34965.9072,11.1778,5736.94,2018-03-23,False
2899 HK Equity,2018-06-30,49813.8908,2526.4231,0.11,1.497,3959.6131,37580.4431,13.4303,5736.94,2018-08-24,False
2899 HK Equity,2018-12-31,56180.3553,1567.3505,0.0681,1.7565,5277.487,47234.4363,10.8509,5736.94,2019-03-22,False
2899 HK Equity,2019-06-30,67198.3958,1853.4536,0.08,1.5608,3146.9115,48595.8011,9.715,5736.94,2019-08-30,False
2899 HK Equity,2019-12-31,68899.5822,2430.5037,0.0922,1.8205,5573.7032,47120.016,9.2907,5736.94,2020-03-20,False
2899 HK Equity,2020-06-30,83142.2621,2421.3865,0.095,1.786,5224.7989,61723.1183,11.304,5736.94,2020-08-21,False
2899 HK Equity,2020-12-31,88359.0764,4087.1674,0.1611,2.0511,7064.6529,74604.6131,13.2487,5736.94,2021-03-19,False
2899 HK Equity,2021-06-30,109863.3617,6649.0284,0.262,2.3788,11305.4353,74097.0184,19.9328,5736.94,2021-07-30,False
2899 HK Equity,2021-12-31,115239.1269,9023.8422,0.344,2.708,13269.3012,78484.5951,25.4665,5736.94,2022-03-18,False
2899 HK Equity,2022-06-30,132457.5281,12630.0331,0.48,2.9532,14971.1946,107398.2992,30.9634,5736.94,2022-08-12,False
2899 HK Equity,2022-12-31,137871.4703,7412.0129,0.2826,3.3913,11797.7571,127249.225,25.0561,5736.94,2023-03-24,False
2899 HK Equity,2023-06-30,150333.6958,10302.1515,0.391,3.7725,14565.1009,136598.9357,20.0829,5736.94,2023-08-25,False
2899 HK Equity,2023-12-31,143069.547,10817.268,0.4114,4.1049,16681.3681,143125.8503,21.5012,5736.94,2024-03-22,False
2899 HK Equity,2024-06-30,150416.5145,15084.3857,0.574,4.7574,19521.5691,147186.7755,22.9844,5988.84,2024-08-23,False
2899 HK Equity,2024-12-31,153223.4427,16966.2168,0.6399,5.2595,26508.0331,150879.4103,25.9213,5988.84,2025-03-21,False
2899 HK Equity,2025-06-30,167710.8532,23291.7525,0.877,5.3456,28184.5608,169120.6898,29.9856,5988.84,2025-08-26,False
2899 HK Equity,2025-12-31,181368.2296,28485.5753,1.0715,6.978,43730.7333,166845.0282,31.8309,5988.84,2026-03-20,False
2899 HK Equity,2026-06-30,194178.4586,39169.8072,1.473,7.7421,42018.6227,167920.7541,38.889,5988.92148,2026-08-21,False
291 HK Equity,2016-06-30,15213.0,605.0,0.2108,4.0161,4246.0,4531.0,-0.3398,2654.46447,2016-08-19,False
291 HK Equity,2016-12-31,13481.0,24.0,0.0078,5.4257,39.0,7267.0,4.5486,3244.177,2017-03-21,False
291 HK Equity,2017-06-30,15774.0,1170.0,0.36,5.725,4845.0,3548.0,8.1691,3244.177,2017-08-21,False
291 HK Equity,2017-12-31,13958.0,5.0,0.0015,5.6785,-612.0,3470.0,6.5238,3244.17691,2018-03-21,False
291 HK Equity,2018-06-30,17565.0,1508.0,0.46,6.0632,5187.0,3089.0,7.913,3244.17691,2018-08-17,False
291 HK Equity,2018-12-31,14302.0,-531.0,-0.1637,5.8101,-1206.0,713.0,5.243,3244.17691,2019-03-20,False
291 HK Equity,2019-06-30,18825.0,1871.0,0.58,6.357,5864.0,1573.0,6.6516,3244.17691,2019-08-16,False
291 HK Equity,2019-12-31,14365.0,-559.0,-0.1723,6.0635,-1724.0,725.0,6.8124,3244.17691,2020-03-20,False
291 HK Equity,2020-06-30,17408.0,2079.0,0.64,6.6621,6525.0,224.0,7.198,3244.17691,2020-08-19,False
291 HK Equity,2020-12-31,14040.0,15.0,0.0046,6.5404,-1965.0,200.0,10.2429,3244.17691,2021-03-22,False
291 HK Equity,2021-06-30,19634.0,4291.0,1.32,7.7334,6350.0,150.0,18.4415,3244.17691,2021-08-18,False
291 HK Equity,2021-12-31,13753.0,296.0,0.0912,7.5314,-1116.0,131.0,20.0968,3244.17691,2022-03-24,False
291 HK Equity,2022-06-30,21013.0,3802.0,1.17,8.4346,6478.0,949.0,15.6266,3244.17691,2022-08-17,False
291 HK Equity,2022-12-31,14250.0,542.0,0.1671,8.3351,680.0,1212.0,16.8794,3244.17691,2023-03-24,False
291 HK Equity,2023-06-30,23871.0,4649.0,1.43,9.4667,4786.0,8996.0,17.8778,3244.17691,2023-08-18,False
291 HK Equity,2023-12-31,15061.0,504.0,0.1554,9.3388,-574.0,5285.0,17.9754,3244.17691,2024-03-18,False
291 HK Equity,2024-06-30,23744.0,4705.0,1.45,10.131,6012.0,1529.0,16.3869,3244.17691,2024-08-19,False
291 HK Equity,2024-12-31,14891.0,34.0,0.0105,9.7694,914.0,1999.0,15.2903,3244.17691,2025-03-18,False
291 HK Equity,2025-06-30,23942.0,5789.0,1.78,11.1594,6373.0,1165.0,16.8621,3244.17691,2025-08-19,False
291 HK Equity,2025-12-31,14043.0,-2418.0,-0.7453,9.9451,1067.0,2804.0,10.542,3244.17691,2026-03-23,False
291 HK Equity,2026-06-30,24240.0,5169.0,1.59,10.9658,6729.0,5292.0,7.6657,3244.17691,2026-08-19,False
3 HK Equity,2016-06-30,14162.4,4386.0,0.2324,2.8806,4231.1,34086.6,13.7889,18661.33714,2016-08-22,False
3 HK Equity,2016-12-31,14394.7,3065.2,0.1344,2.8901,4725.4,33247.9,13.75,18661.33714,2017-03-16,False
3 HK Equity,2017-06-30,15430.9,4527.6,0.2399,3.0313,4498.5,34540.3,13.5641,18659.8701,2017-08-21,False
3 HK Equity,2017-12-31,17045.6,3808.9,0.2011,3.239,4615.3,36918.8,14.3835,18659.8701,2018-03-20,False
3 HK Equity,2018-06-30,19241.6,4845.3,0.2564,3.2975,4673.6,39960.5,14.4676,18659.8701,2018-08-21,False
3 HK Equity,2018-12-31,19831.4,4574.9,0.2424,3.3441,5493.4,38021.6,15.1625,18659.8701,2019-03-20,False
3 HK Equity,2019-06-30,20351.9,3932.4,0.2086,3.3639,4879.9,36989.7,13.5363,18659.8701,2019-08-20,False
3 HK Equity,2019-12-31,20276.2,3131.9,0.1649,3.441,5846.3,38274.6,11.0034,18659.8701,2020-03-19,False
3 HK Equity,2020-06-30,18235.3,2722.0,0.1429,3.2963,4130.6,40564.2,9.2425,18659.8701,2020-08-17,False
3 HK Equity,2020-12-31,22691.7,3395.6,0.179,3.5777,6438.8,42418.4,9.1737,18659.8701,2021-03-19,False
3 HK Equity,2021-06-30,24727.6,4255.3,0.225,3.5982,5174.7,51197.4,11.7223,18659.8701,2021-08-20,False
3 HK Equity,2021-12-31,28836.1,872.6,0.0438,3.6134,5428.4,55437.4,7.4777,18659.8701,2022-03-21,False
3 HK Equity,2022-06-30,29721.0,3370.5,0.178,3.4185,4194.1,57873.6,6.3113,18659.8701,2022-08-19,False
3 HK Equity,2022-12-31,31232.4,1988.9,0.1036,3.2812,5519.6,59732.2,8.1582,18659.8701,2023-03-17,False
3 HK Equity,2023-06-30,29177.6,3670.5,0.194,3.1259,5557.5,60614.2,9.0856,18659.8701,2023-08-15,False
3 HK Equity,2023-12-31,27793.5,2508.0,0.1316,3.2076,5461.7,55844.2,10.0266,18659.8701,2024-03-20,False
3 HK Equity,2024-06-30,27496.2,3040.2,0.163,3.0691,4969.0,60189.3,9.5086,18659.8701,2024-08-16,False
3 HK Equity,2024-12-31,27976.6,2671.3,0.1432,3.0756,4213.4,57730.2,9.743,18659.8701,2025-03-19,False
3 HK Equity,2025-06-30,27514.2,2964.0,0.159,3.0875,5526.6,61272.9,9.8107,18659.8701,2025-08-20,False
3 HK Equity,2025-12-31,26812.1,2724.2,0.146,3.1807,4935.1,60172.4,9.7449,18659.8701,2026-03-20,False
3 HK Equity,2026-06-30,29526.1,3640.3,0.195,3.2239,,62589.2,10.8084,18659.8701,2026-08-18,False
300 HK Equity,2016-06-30,77539.754,9496.493,1.48,8.6122,8615.32,41419.141,27.3512,,2016-08-30,False
300 HK Equity,2016-12-31,82301.947,5187.864,0.8049,9.4642,19684.782,28777.735,26.6193,,2017-03-30,False
300 HK Equity,2017-06-30,124963.616,10811.322,1.67,10.2076,14736.569,63363.847,26.3043,,2017-08-30,False
300 HK Equity,2017-12-31,116955.28,6472.367,0.9928,11.2784,11816.766,65827.29,25.6312,,2018-03-30,False
300 HK Equity,2018-06-30,143735.916,12936.846,1.97,12.0395,8402.619,62712.192,26.6581,,2018-08-30,False
300 HK Equity,2018-12-31,118083.719,7293.933,1.1043,12.5433,20952.092,63546.938,25.803,,2019-04-20,False
300 HK Equity,2019-06-30,154332.643,15187.069,2.32,13.4487,22152.289,73283.817,26.1573,,2019-08-30,False
300 HK Equity,2019-12-31,125047.863,9024.153,1.3133,14.6717,19725.532,72414.409,26.2109,,2020-04-30,False
300 HK Equity,2020-06-30,139719.278,13928.295,2.01,15.0687,20709.38,94970.992,23.235,,2020-08-30,False
300 HK Equity,2020-12-31,145990.451,13294.674,1.9177,17.0343,12447.958,90449.656,24.8401,,2021-04-29,False
300 HK Equity,2021-06-30,174846.895,15009.046,2.17,16.626,22510.992,98286.626,25.9406,,2021-08-30,False
300 HK Equity,2021-12-31,168513.93,13564.604,1.9751,18.0333,16814.54,88426.922,23.5771,,2022-04-29,False
300 HK Equity,2022-06-30,183663.399,15995.496,2.3093,18.7139,23600.789,102878.413,24.3387,,2022-08-30,False
300 HK Equity,2022-12-31,162045.307,13558.011,1.9542,20.5749,13048.338,93417.04,22.0711,,2023-04-28,False
300 HK Equity,2023-06-30,197795.614,18232.839,2.67,,32332.284,,,,2023-08-30,False
300 HK Equity,2023-12-31,175914.19,15488.697,2.2626,23.1828,28784.906,74680.91,22.0537,,2024-03-27,False
300 HK Equity,2024-06-30,218121.839,20804.395,3.02,23.6092,34813.172,73794.902,,,2024-08-19,False
300 HK Equity,2024-12-31,190962.427,17733.061,2.4392,28.387,28051.117,112366.238,20.3144,650.8485,2025-03-28,False
300 HK Equity,2025-06-30,252331.494,26013.69,3.41,28.2599,40769.959,124710.786,22.8975,650.8485,2025-08-29,False
300 HK Equity,2025-12-31,206170.913,17931.721,2.3792,29.3823,22003.726,67480.997,19.9038,650.8485,2026-03-30,False
300 HK Equity,2026-06-30,261052.379,26446.037,3.52,27.9586,41797.394,83639.509,20.6903,650.8485,2026-08-28,False
316 HK Equity,2016-06-30,2560.503,-56.659,-0.091,7.4919,12.956,3997.731,-0.2402,625.79327,2016-08-08,False
316 HK Equity,2016-12-31,2737.19,-162.562,-0.2598,7.2217,121.457,4090.737,-4.7059,625.79327,2017-03-13,False
316 HK Equity,2017-06-30,2832.496,53.606,0.086,7.338,233.509,4214.218,-2.3481,625.79327,2017-08-07,False
316 HK Equity,2017-12-31,3149.18,84.05,0.1343,7.4825,213.259,4554.183,2.9919,625.7933,2018-03-12,False
316 HK Equity,2018-06-30,3115.056,-10.32,-0.016,7.4091,218.487,4228.801,1.5979,625.7933,2018-08-03,False
316 HK Equity,2018-12-31,3457.599,118.486,0.1893,7.5666,318.76,4197.756,2.2971,625.7933,2019-03-25,False
316 HK Equity,2019-06-30,3300.533,138.978,0.222,7.6236,387.291,3938.184,5.4737,625.7933,2019-08-26,False
316 HK Equity,2019-12-31,3578.207,1209.815,1.9333,7.8739,359.454,3991.089,27.918,625.7933,2020-03-20,False
316 HK Equity,2020-06-30,3430.496,102.082,0.163,7.7366,501.89,3409.926,27.2961,625.7933,2020-08-21,False
316 HK Equity,2020-12-31,4760.808,800.641,1.2794,9.0159,1498.868,3069.843,17.0816,625.7933,2021-03-26,False
316 HK Equity,2021-06-30,6987.582,2810.857,4.424,12.1008,2966.32,2998.78,57.5441,637.1933,2021-08-20,False
316 HK Equity,2021-12-31,9844.603,4317.27,6.6351,14.6427,5988.409,2690.64,93.1065,660.3733,2022-03-25,False
316 HK Equity,2022-06-30,11061.132,5663.643,8.58,19.874,6285.713,2590.697,95.81,660.3733,2022-08-19,False
316 HK Equity,2022-12-31,8759.056,4301.602,6.5139,20.3461,5162.515,2080.12,86.2581,660.3733,2023-03-22,False
316 HK Equity,2023-06-30,4540.681,1128.733,1.71,17.4665,834.627,1660.265,44.0441,660.3733,2023-08-18,False
316 HK Equity,2023-12-31,3803.176,239.119,0.3621,16.9709,288.308,1438.238,11.1013,660.3733,2024-03-21,False
316 HK Equity,2024-06-30,4645.576,833.277,1.26,18.0499,1152.027,1307.396,9.1447,660.3733,2024-08-22,False
316 HK Equity,2024-12-31,6056.367,1744.169,2.6412,20.0577,2535.154,1373.223,21.0811,660.3733,2025-03-13,False
316 HK Equity,2025-06-30,4876.265,954.229,1.44,20.1762,1277.649,1401.826,21.3789,660.3733,2025-07-11,False
316 HK Equity,2025-12-31,4846.229,559.254,0.8469,20.3045,1050.106,1279.448,11.3565,660.3733,2026-03-12,False
316 HK Equity,2026-06-30,5173.277,727.95,1.1,20.9978,936.09,1272.12,9.4681,660.3733,2026-08-27,False
322 HK Equity,2016-06-30,27395.4612,455.4116,0.081,3.2865,4374.8792,16218.1494,4.424,5602.87158,2016-08-29,False
322 HK Equity,2016-12-31,28216.9043,723.6168,0.1291,3.2442,3475.2289,16030.5335,6.3984,5602.87158,2017-03-27,False
322 HK Equity,2017-06-30,28567.722,700.204,0.1249,2.5656,3824.67,16595.247,8.6831,5604.82129,2017-08-21,False
322 HK Equity,2017-12-31,30386.066,1118.873,0.1996,3.2801,3222.138,14384.273,9.942,5606.502,2018-03-20,False
322 HK Equity,2018-06-30,30996.144,1306.478,0.2326,3.3347,4623.402,10992.388,14.6489,5617.09236,2018-08-27,False
322 HK Equity,2018-12-31,29689.501,1156.843,0.2059,3.4983,2716.607,10834.508,12.9425,5617.78036,2019-03-25,False
322 HK Equity,2019-06-30,30495.309,1503.085,0.2674,3.3284,3945.229,10396.962,14.205,5623.38636,2019-08-26,False
322 HK Equity,2019-12-31,31482.849,1827.896,0.3251,3.4814,4462.289,12862.015,16.9809,5623.38636,2020-03-23,False
322 HK Equity,2020-06-30,32934.421,2380.431,0.4233,3.2849,6002.844,15200.705,22.6308,5623.98636,2020-08-24,False
322 HK Equity,2020-12-31,34683.414,1681.832,0.299,3.7538,3655.967,14013.334,19.9662,5624.38636,2021-03-22,False
322 HK Equity,2021-06-30,35395.833,2035.214,0.3618,3.4228,3056.07,15669.786,19.706,5626.92636,2021-08-23,False
322 HK Equity,2021-12-31,38686.459,1767.268,0.314,3.3138,3259.728,14016.852,19.1211,5630.97236,2022-03-28,False
322 HK Equity,2022-06-30,38216.878,1253.367,0.2225,2.7322,1610.109,17841.805,17.4399,5632.59436,2022-08-22,False
322 HK Equity,2022-12-31,40500.542,1378.945,0.2448,2.3733,3495.249,17920.123,16.4358,5634.16436,2023-03-27,False
322 HK Equity,2023-06-30,40907.456,1637.67,0.2907,2.1918,3207.213,17957.091,21.7499,5634.25636,2023-08-22,False
322 HK Equity,2023-12-31,39510.619,1479.791,0.2626,2.466,3010.59,14055.387,22.8669,5634.35636,2024-03-26,False
322 HK Equity,2024-06-30,41201.208,1885.31,0.3346,2.2175,3942.879,15356.991,27.0898,5634.35636,2024-08-26,False
322 HK Equity,2024-12-31,39449.706,1849.119,0.3282,2.5252,4946.861,13518.755,26.5572,5634.43636,2025-03-24,False
322 HK Equity,2025-06-30,40092.163,2271.116,0.403,2.2687,3400.432,15248.986,32.5999,5636.51636,2025-08-11,False
322 HK Equity,2025-12-31,38975.859,2229.582,0.3956,2.6574,5267.16,15234.937,30.8171,5636.51636,2026-03-23,False
322 HK Equity,2026-06-30,40544.565,2433.042,0.4316,2.2902,3501.77,17589.981,36.2967,5637.18636,2026-08-11,False
3690 HK Equity,2017-06-30,13778.813,-12403.508,-8.21,,-1288.71,,,,2018-09-27,False
3690 HK Equity,2017-12-31,20149.174,-6513.109,-4.2108,,1327.091,101580.292,,,2018-06-22,False
3690 HK Equity,2018-06-30,26347.827,-28756.854,-18.5299,,-5287.641,136234.864,,,2018-09-27,False
3690 HK Equity,2018-12-31,38879.451,-86720.317,-74.0009,15.1035,-3355.198,2270.056,,4757.14598,2019-03-11,False
3690 HK Equity,2019-06-30,41876.649,-554.362,-0.1,15.0652,325.846,5555.08,,5023.54525,2019-08-23,False
3690 HK Equity,2019-12-31,55651.882,2793.131,0.4818,15.8578,6359.329,5546.062,2.5068,5071.77418,2020-03-30,False
3690 HK Equity,2020-06-30,41475.724,631.411,0.11,16.2205,1282.914,4973.866,3.7595,5118.00818,2020-08-21,False
3690 HK Equity,2020-12-31,73318.786,4076.902,0.6945,16.5985,8622.177,24056.668,4.9612,5148.39605,2021-03-26,False
3690 HK Equity,2021-06-30,80775.494,-8204.606,-1.38,22.065,-1183.454,53123.423,-3.5901,5433.10423,2021-08-30,False
3690 HK Equity,2021-12-31,98352.503,-15333.773,-2.5062,20.4711,-2427.486,58919.03,-21.0817,5457.03891,2022-03-25,False
3690 HK Equity,2022-06-30,97207.117,-6819.008,-1.11,19.9795,-1815.308,65389.656,-17.139,5506.08599,2022-08-26,False
3690 HK Equity,2022-12-31,122747.831,132.898,0.0215,20.791,13572.452,58087.625,-5.2569,5548.25047,2023-03-24,False
3690 HK Equity,2023-06-30,126582.096,8046.103,1.3,22.7629,19660.091,58984.678,6.1562,5637.585,2023-08-24,False
3690 HK Equity,2023-12-31,150162.858,5809.725,0.945,24.3433,22783.393,60620.899,9.8697,5639.84726,2024-03-22,False
3690 HK Equity,2024-06-30,155526.961,16720.459,2.7,25.8059,27390.707,43050.26,14.8887,5589.83182,2024-08-28,False
3690 HK Equity,2024-12-31,182064.615,19086.72,3.1522,28.5571,33686.461,61509.567,22.0572,5466.60978,2025-03-21,False
3690 HK Equity,2025-06-30,178397.606,10421.644,1.72,33.335,15918.672,50977.402,17.1107,5530.40899,2025-08-27,False
3690 HK Equity,2025-12-31,186457.14,-33776.659,-5.6299,24.7137,-27706.784,86619.106,-14.4296,5532.14343,2026-03-26,False
3690 HK Equity,2026-06-30,195681.95,-4672.487,-0.76,30.2353,2719.085,95817.302,-21.7496,5595.61298,2026-08-28,False
